是否看过,日期,评星,赞成数,评论内容
看过,2017-07-16 02:55:35,还行,35," 下路的ADC卷帘被抓单秒杀。辅助阿紫却偏偏切对面越塔推水晶，被冲出来的天尊一招残血还带吸血功能，中路的猴子和打野的天蓬刚好推塔推过来，天蓬二话不说就上。猴子却突然掉线挂机，没人助攻的天蓬不甘心的死了，猴子才重新连接上，终于猴子冲上去就是一棍，结果上路的杨戬却闪现过来抢人头？

        "
看过,2017-07-13 02:42:16,较差,56," 我要这铁棒有何用？我要用它来打俞飞鸿～
        "
看过,2017-07-14 00:26:44,推荐,14," 这不是悟空传，而是一部全新的电影，而且是很不错的电影。
        "
看过,2017-07-23 09:30:36,较差,9," 明明就是对《大话西游》的一次稀烂抄袭而已么，两个小时连人物关系都交代不清楚......
        "
看过,2017-08-21 18:19:18,None,0," 看的是无特效3d建模版，好魔性，剧情莫名其妙，以我对小说的记忆好像一点精髓没拍出来？
        "
看过,2017-07-14 17:43:41,还行,7," 原著是关于爱与恨的，是在没什么成本下仅凭文字便可唤醒读者内心无声狂啸的，让人涕零，这片是关于视效与明星的，是在成本高昂得让一般人望而却步的所谓电影工业下榨干一部传世之作剩余价值的，悟空传？123分钟？你给了悟空几分钟？
        "
看过,2017-08-31 09:00:24,很差,3," 听说要拍今何在的《悟空传》就在想这得怎么改，没想出来，不过看来也不是我一个人没想出来。再者，就这个名叫悟空传的故事，我也没看懂……
        "
看过,2017-07-13 14:14:40,较差,102," 1.阿紫起了个《天龙八部》的名字，行为却是《笑傲江湖》的岳灵珊。2.俞飞鸿自《三少爷的剑》之后，再一次把头发高高竖起，再一次成了""天尊""。3.刚看了二十分钟后我就在不停看表，什么时候结束。4.彭于晏身上有像猴的东西，但也无法阻止这是个浪费时间的片。5.郑爽的回眸一笑，把我惊着了。
        "
看过,2017-07-13 12:43:55,很差,107," 为了圈钱，中国电影也是拼了！
        "
看过,2017-07-10 11:17:52,推荐,174," 孙悟空在阿紫面前化为一捧灰烬，阿紫又死在孙悟空的怀里，是电影中最感人的地方。第一次体验4D电影，座椅一直在摇晃，还蛮爽的。孙悟空的出场以后都只有一种BGM了。
        "
看过,2017-07-13 05:26:02,较差,111," 看完预告片就估计这是个憋着劲哭天抢地，内容空洞的片子，果不其然～
        "
看过,2017-07-15 11:34:01,较差,9," 整部片子看下了就两个字：幼稚！
        "
看过,2017-07-16 21:50:18,很差,14," 这么平庸的西游题材不值得看。居然票房还很好，震惊。希望中国电影人放过吴承恩他老人家，或许把注意力转向水浒，毕竟有108条梁山好汉，一条好汉一个番外篇也能拍十几年。
        "
看过,2017-07-09 19:36:32,较差,50," 大话西游已经被消费透支了，再多的特效也挽救不了空洞的剧情，依旧是为爱升级过关打大boss的模式。欧豪与郑爽的组合太出戏了
        "
看过,2017-07-14 23:35:31,较差,18," 买票基本上等于看特技喊口号，说我孙猴子要日天日地日空气，改天换地与天齐。中间强插了纯爱戏，情节好乱。原著本来就是讲的不服从、反抗权威的，推翻天机仪、干翻强推领导层、掌握自己命运这种事，在这么敏感的时节上映，真的好吗？
        "
看过,2017-07-13 08:25:38,还行,57," 口碑怎么差，暑期还是爆。悟空就是国人一个逝不去的情怀。这部电影打响暑期票房的开门红！！！！
        "
看过,2017-07-14 16:09:11,还行,1," 众仙的愿望不过是谈个恋爱、看个晚霞，而已。反命运反极权的心情可以理解。但，居然这么简单寡淡的单线故事都没讲好，先说说悟空是怎么复活的，菩提安的什么心，花果山人民没半点生活气息！
        "
看过,2017-07-12 18:13:39,较差,75," 最重大的发现 是 原来俞飞鸿和王菲的英文名是一样的诶
        "
看过,2017-07-13 02:12:00,还行,29," 不会cos小王子的老夫子不叫孙悟空，不能变身赵子龙的半藏不叫二郎神，不懂谈恋爱的兰陵王不叫猪八戒。特效感人。如果它不叫《悟空传》，我会给它75分。
        "
看过,2017-07-18 22:37:23,较差,6," 可能是在说如何端掉女特首吧……
        "
看过,2017-07-16 18:29:15,还行,4," 这种类型的片子，我们恐怕还是处在一个不断试错的阶段。“悟空”这个题材，经得起不断态度认真地挖掘。那面对天庭时倔强的样子好像在说着些什么。
        "
看过,2017-08-27 15:31:26,推荐,1," 凡人的情是所有人的金箍。虽然是原著粉  但是十年过去我已经把原著基本忘光了  评论里读没读过原著的人都在骂  我记得书里本来就很多描写感情线的地方  感情线拍的多并没多大问题  问题在于剧情衔接转换的不自然 。乔杉好评，彭于晏没掉线。有些许大话西游里至尊宝的影子。三星半
        "
看过,2017-07-24 20:59:27,很差,6," 衬托得绣春刀成了奥斯卡水平。。从头烂到尾。。烂得我都不想评价。。甚至连回想都觉得恶心反胃。。所谓“燃”就是嘶声力竭的叫喊。。所谓“特效”就是不停的爆炸。。那么喜欢爆炸。。请主创和主演立即爆炸。。就像吃了苍蝇吐不出来的感觉。。
        "
看过,2017-08-25 21:24:37,较差,7," 我命由我不由天机处，万事皆空情不空悟空。
        "
看过,2017-07-15 23:08:28,很差,21," 为什么要给已经无能为力的自己看年少时的理想呢。
        "
