是否看过,日期,评星,赞成数,评论内容
看过,2017-10-13 18:40:52,力荐,16,
看过,2017-10-14 17:34:17,推荐,9," 导演文戏武拍的手段太高了。并不是什么特别百转千回的烧脑故事，但是通过配乐、构图和剪辑，让人从头紧张到尾。虽然知道角色干的是错事，也还为他们捏把汗，这种气氛渲染的能力太让人佩服。不过本来以为有百合，结果BE了。
        "
看过,2017-10-13 21:16:47,较差,37," 特别难看，感觉我和大家看的好像不是同一部片。差点中途离场的那种难看。里面所有人物都很讨厌，故事极其简单无聊，我看不出任何深度？最关键的是：我真的很反感作弊！唯一还行的就是悉尼考试那段了。我还抱着希望等结尾的黑化，结果？？？
        "
看过,2017-10-13 13:58:43,力荐,16," 创意太好了！青春剧中的谍影重重，追逐戏特别紧张了。女主线丰满，超模样有演技，小男孩人设崩得有点太楞了。爸爸演得好，看到老年土老师。这年头类型片拍得又好看又有点新鲜劲儿夺难啊～泰国一个36岁的年轻人花了一百多万美刀预算做到了，实在让人嫉妒。打call，推荐。年轻电影人们加油了。
        "
看过,2017-10-14 22:54:26,推荐,25," 写了个评，豆瓣抽风了，没写完页面宕了，哭死。长话短说，好看！很好看！节奏让人想到全盛时期的港片！第一次看到这种脸的女主角，开始不适应，越看越好看，感觉整部电影都被带得高级了。演技一流。天才的魅力。不可替代的演员！但是结尾和剧情不统一，强行回到政治正确。
        "
看过,2017-10-17 11:41:40,None,24," 想起初中跟同学在考场对答案，笔尖朝上是a，笔尖朝下是b，横在手里是c，放在桌上是d，每次都对得很顺利…
        "
看过,2017-10-16 21:33:13,力荐,10," 80/100 电影探讨的内容肯定不是仅停留在价值观和道德层面，利用一场考试作弊大案，很形象的模拟了统治阶级和被统治阶级的“生态环境”：前者需要后者生存，但抛出的蝇头小利很多时候都是幻觉，后者往往最后只能鸡飞蛋打。看到正派的人堕落永远都是非常心痛的。
        "
看过,2017-10-15 21:17:39,推荐,28," 中间几次紧张得小心脏扑通扑通的。。。不过看来泰国监考不是很严，搁到我上学那会儿，考试的时候在桌子上胡敲，早就被老师撵出去了。。。
        "
看过,2017-10-13 17:33:38,力荐,50," 很多本来在其它故事里会一笔带过的场景，它还不厌其烦地叙述一遍，就在你以为是过场戏时，它突然峰回路转急转而下飙出新意。如果没有记错，有一场戏地铁站五分钟，我数了其中一分钟就有一百多个画面，能和《倩女幽魂》里宁采臣躲在澡盆里那场戏比较了。人性、阶级、亲情等命题也毫无说教感。
        "
看过,2017-07-18 14:03:10,力荐,31," 手法很务实，叙事清晰，但是真的不喜欢这个结尾，明明是要和应试教育抗争呀为什么最后妥协了
        "
看过,2017-10-15 11:00:16,推荐,22," 女主有一种能一呼百应的领袖气质，演闹革命都有说服力。电影各方面都好。
        "
看过,2017-10-13 22:29:51,力荐,27," 这节奏剪辑拍摄画面演出简直一个凌厉了得！更令人赞叹的是泰国怎么就能出这么多出色的年轻演员并且能够独当一面？！
        "
看过,2017-10-15 16:53:20,推荐,18," 节奏和剪辑很出彩。一直疑惑这样的片子如何引进的，看到结局政治正确恍然大悟。
        "
