是否看过,日期,评星,赞成数,评论内容
看过,2017-08-03 17:27:40,很差,1075," 有相当一部分造型、场景、特效难看到令人发指！唯一觉得还行的是刘亦菲，她这两年是有点进步了。这样只看星只看脸的片子如果随便就能爆个几亿十几亿，那批抄袭大IP接二连三拍完剧又拍电影，那对中国电影来说真的是连场噩梦。2/10
        "
看过,2017-08-03 19:43:36,很差,351," 富春山居图和封神演义为争夺史上国产最烂片大打出手，三生三世款款走来，马上恭敬退到一边，高呼“三生三世，烂片教主，千秋万代 一统江湖”
        "
看过,2017-08-04 17:00:19,很差,404," 你要是缺钱，可以直接开微博打赏啊
        "
看过,2017-08-06 11:54:48,很差,158," 看三生三世比看战狼2舒服。举个例子，看三生三世时总想上厕所，我根本不用担心错过剧情，想去厕所多少时间都可以。看累了还可以睡觉。战狼2就差远了。想上厕所只能憋着，只能等电影放完了才能去，这样对身体有多大的危害啊。而且全程聚精会神的盯着屏幕多累啊，眼睛都看酸了都移不开视线。
        "
看过,2017-08-06 23:06:21,很差,177," 特别棒！导演的心思你们都不懂，这明明是一部烧脑大片。剧情是三条线，你自己感受；演员表情不露山显水，你自己感受；服化道是国际T台的时尚，你自己感受。你们啊，说不好，是不懂主创的心，不该不该。
        "
看过,2017-08-03 08:47:44,推荐,1080," 电影的画面很美，服装真的很漂亮，仙女姐姐就是不一样，太养眼了，导演也很用心，抄袭的是原著与电影，演员都没有关系。值得一看
        "
看过,2017-08-04 21:05:06,很差,353," 虽然不是佳作，但我以为不至于那么差。结果现在都开始锁场和卖战狼资源了。。。吃相太难看。本来拍得就一般般较差，这真的是太败好感了。
        "
看过,2017-08-03 21:08:50,很差,1361," 演的是啥？中华小当家和咆哮马教主的爱恨纠缠？？
        "
看过,2017-08-03 20:58:00,很差,508," 散场时影厅一片哗然
        "
看过,2017-08-03 13:20:55,很差,1631," 这俩导演，一个是摄影师，一个是特效师，拍出来的电影特效很好，摄影很美，然后其他的就是一坨shit
        "
看过,2017-08-04 23:44:36,较差,186," 1 谁的鼻子是真的谁能当女主（整容脸玄女素锦相拥哭瞎）2 希望杨洋早日本色出演一个自恋水仙少年（昏迷都能演得这么装逼，影帝也做不到啊！）3 杨洋的帅哥包袱在表演，刘亦菲的美女包袱在选片4 看过影版才知刘亦菲多美，对比剧版才知杨幂多聪明 5道具服装组请自觉下岗
        "
看过,2017-08-04 15:00:32,较差,142," 花40块来影院吹了一百来分钟空调，看了个动物世界+舌尖上的中国之拉面的诱惑+泰坦尼克号般人体素描+东邪西毒之醉生梦死忘情水，然后还有各种尴尬到鸡皮疙瘩的梗。但我还是觉得这票买的冤枉！
        "
看过,2017-08-11 14:31:29,None,42," 刘亦菲真是再怎么丑都美
        "
看过,2017-08-07 23:56:52,很差,154," 太可怕了太可怕了 一个玛丽苏故事拍得毫无苏感 全程都替导演尬 唯有杨洋拉面的时候感到了各种调度的得心应手 #刘亦菲的颜值有三星 杨洋教主附体扣光了
        "
看过,2017-08-03 23:40:33,较差,320," 巴啦啦小魔仙大电影之刘亦菲杨洋带小朋友们做游戏。刘亦菲也是老牌古装仙女了，怎么老是一副大风车主持人蝴蝶姐姐的样子演出。恭喜杨洋，成了黄晓明Jr.，从此他是另一个邪魅狂娟的代名词。这个片子唯一作用是能把隔壁直男臭军警片稳稳推上30亿吧。还好我是单位发的赠票，不是脑残粉千万别去看。
        "
看过,2017-08-03 21:42:39,较差,481," 哇真的太蠢了，杨洋一副啊我真是帅死了的表情结果真的死了
        "
看过,2017-08-03 16:08:58,还行,560," 怎么说呢，不如三分钟的预告。带着粉丝滤镜也是尴尬的。美是美，故事没讲好，台词不大行，情感转折莫名其妙，特效渲染过度到像动画片。茜茜特色吼，杨洋大屏幕有点弱势。也算是见证了这个电影从选角到上映的过程，看得到诚意看不到成果，所以有点难过。btw茜茜电影资源太虐了，求姑娘好好规划啊
        "
看过,2017-08-03 19:02:42,很差,1218," 超级抄袭大IP还有脸上院线
        "
看过,2017-08-04 07:47:50,很差,336," 电视剧真的是良心改编！
        "
看过,2017-08-05 11:04:47,很差,217," 本以为作为颜粉我会强行好评，如今看来，我愿我仙早日遇着靠谱导演予她脱胎换骨的调教早日开窍。否则三生三世永不开花。买了四张票我真的很亏！
        "
看过,2017-08-05 11:58:57,很差,254," 好，不让提抄袭我们说说剧情和演技吧。。。。。。【谢谢大家，我说完了】
        "
看过,2017-08-03 21:08:29,很差,540," 辣鸡~一星给颜值
        "
看过,2017-08-03 21:56:38,很差,562," 给大家讲个笑话，整部电影的演技担当是电脑特效做出来的小妖怪迷谷。故事活脱脱就是一幕女性意淫的狗血肥皂剧，除去花里胡哨而且华而不实的奇幻仙侠外衣，影片简直上就是一部魔幻版《小时代》，男主在凡间出轨外遇女小三，原配不满各种作妖，最终天下大乱，真可谓是“一个女人作妖的史诗”，负分滚粗！
        "
看过,2017-08-03 09:00:15,还行,815," 你若是等过一个人，就知道，等的时间长了，就不再把再见当回事了。
三生情劫，三世深情。句句关心，声声含爱。眼里有情，话中有意。八荒四海，赴三生约。你若是等过一个人，你就会知道，等的时间再久，也会相信有再见的那一天。
        "
看过,2017-08-17 09:39:46,很差,47," 三生三世太久远，一分一秒皆煎熬。既然相见不相识，只好下面给你吃。
        "
看过,2017-09-03 22:08:47,很差,24," 前十五分钟就把今年份的猎奇心饱和了~
        "
看过,2017-08-03 21:03:20,很差,841," 我已经做好了无剧情只舔屏的准备！谁料造型师还坑我！！！！
        "
看过,2017-08-04 16:29:07,较差,78," 居然满座，九成女生加一成男盆友（说明啥？），就我一大叔端坐在蜜汁尴尬的一团雌性荷尔蒙气场中。剧情好生没趣，大龄剩女玛丽苏的人生YY。刘亦菲的眼睛里倒是有点内容了。
        "
看过,2017-08-03 20:07:32,较差,897," 我正在看，我一眼都不想看杨洋，看一眼都跟被毒气熏了眼一眼。这负分的演技笔直的肩颈油腻的笑容真逼得我看一眼扭过头一眼。身边还有现场妹子们看一眼一阵的喘息，好绝望。
        "
看过,2017-08-03 15:59:36,很差,1583," 特效烂 服装设计的审美让我质疑人生 刘亦菲顶个粉色灯罩在头上干嘛 罗晋的服饰不想吐槽了 演得gay里gay气 杨洋演技太尬人了 还有 编剧确定有职业能力 虎头蛇尾都不算 剪辑也是醉人 
        "
看过,2017-08-10 23:52:15,还行,42," 刘亦菲和杨洋真是无敌古典美颜；打光极诚实，一个苹果光也不给，仙人都黑黄黑黄的，连睫毛膏刷得打结了都看得见——想来男女主角皮肤是真好；劳伦斯许设计的戏服流于俗丽，有王霸之气而无仙气（仍旧是范冰冰龙袍风格，他的风格就是俗，耀眼，想想Elie Saab就知道差距），找他来设计仙人衣服真是败笔。
        "
看过,2017-08-06 00:37:09,很差,144," 《欢乐喜剧人》的对手出现了，杨幂此刻像奥斯卡影后，唐嫣看了觉得自己被形婚，杨洋演戏油腻程度再升级，每次对视都在说“我最帅”，并在新闻发布会大吼“我死了你们都开心对不对！”，阿里影业ceo因为脸太肿已住院
        "
看过,2017-08-03 21:55:05,很差,116," 欧式唯美婚纱摄影，还有两个男大姐
        "
看过,2017-08-03 13:29:37,较差,793," 抛开原罪只谈电影，如果不是媳妇儿执意要看，我绝对那这票钱再刷战狼2，从剧情，到人设没有看到一点诚意，全场都是，啊，我家杨洋好帅，服了，真的服了，这些人圈钱已经开始赤裸裸的，热门IP，流量小生，影楼画面，最后给两星，杨洋的盛世美颜和祭奠仙剑里的刘亦菲。
        "
