是否看过,日期,评星,赞成数,评论内容
看过,2017-09-08 08:51:09,还行,0," 典型的爆米花电影
        "
看过,2017-10-22 22:41:27,很差,0," 看弹幕看得笑死了！哈哈哈哈，一开始所有人都说，这不是抄袭热血高校嘛，纷纷说服装抄袭，角色抄袭，反正就是各种抄袭，一小时之后，所有弹幕都在说，这不是抄的，这不是，因为怕大家以为热血高校有这么烂……哈哈哈哈哈哈哈
        "
看过,2017-07-10 20:27:12,较差,4," 明明是抗日神片，为什么还要起个哈日的片名？而且剧情有抄袭人家《热血高校》之嫌。
        "
看过,2017-07-18 10:32:36,很差,0," 暑期日漫井喷期（年）
        "
看过,2017-07-13 19:40:31,很差,3," 《热血高校》的校园暴力已经是日本文化糟粕了，还放在伪满政府这个时代背景下借鉴？这么自相矛盾合适吗？
        "
看过,2017-07-13 21:51:27,很差,2," 什么垃圾玩意儿，非要和中日关系扯，看了预告片都不想看片子。令人作呕。
        "
看过,2017-07-06 17:11:49,较差,1," 林遣都、黑木好评，欧豪败笔
        "
看过,2017-07-16 21:54:49,还行,0," 有点分裂…
        "
看过,2017-08-25 14:44:51,较差,0," 呵呵噠
        "
看过,2017-08-22 20:23:14,很差,0," 看不下去 剧情 人物都太浮夸了
        "
看过,2017-07-12 23:17:40,还行,7," 黑木明纱气势十足，林遣都也充满魅惑力，没有狗血的爱情，没有无病呻吟，国仇家恨交织在一所高中，混合着青春的不羁，景甜的宇宙，如此强大，一声叹息。
        "
看过,2017-07-13 00:39:06,很差,4," 唉 拍給青春期叛逆少男少女看的吧 整天靠打打殺殺出風頭立威信的故事畢竟不適合一把歲數的我了 想學 我的少女時代 可惜少了細膩的情感和情節⋯
        "
看过,2017-10-19 00:54:17,很差,0," 粗制滥造的片头就透出一股烂片气息
        "
看过,2017-08-21 02:36:39,很差,1," 难以下咽。感觉上对于拼凑起这部电影的几个元素的理解都很奇怪，不喜欢这种小聪明式的把戏。
        "
看过,2017-07-12 23:33:04,还行,4," 整部影片呈现出来的，是一种跳脱传统动作片固有表现形式，又融合爱国主义精神的实验片，至少国内没见过这么拍抗日题材的。
        "
看过,2017-08-22 17:33:38,很差,1," 我觉得这片有点生不逢时啊，如果放在战狼2之后上，保不齐还会引来一堆小粉红支持。第一次见如此精神分裂的电影也是不容易
        "
看过,2017-11-03 21:03:16,较差,0," 呵呵
        "
看过,2017-08-29 12:49:02,较差,0," 景甜无愧烂片王的称号…两个日本配角的戏反而出彩了…
        "
看过,2017-10-21 08:04:12,还行,0," 剧情太扯，节奏也很乱。不过看到最后还是觉得蛮新颖的，美术跟镜头设计都不错，国内比较少会做的商业片形式，音乐配合也挺好。景甜演技尴不尴尬不说，单凭那深壑一般的双眼皮就让我顾不上她演技了。欧豪一直演跟自身气质差不多的角色，或者说无论什么角色都可以演出自己的痞子风也很难得了。
        "
看过,2017-07-13 15:23:46,还行,0," 来看欧豪的，景甜的脸型好奇怪。。。
        "
看过,2017-12-31 21:43:41,很差,1," 这个电影给我一种：卧槽！大东亚终于共荣了！这样的满洲国居然有点酷的感觉
        "
看过,2017-09-16 14:25:12,还行,0," 欧豪演得还行，景甜现代妆没古代妆好看，也确实不算太美。剧情有点扯，与抗日扯上关系太沉重，漫画色彩略有个性。
        "
看过,2017-07-14 14:30:38,较差,0," 热血日漫风格的抗日爱国青春片，虽然新鲜，但也是蛮尴尬的一种形式。满腔的热血爱国，更多的却是渲染暴力和校园青春爱情，从头到尾的日本学生制服也是为了耍酷更多些吧。话说男高不应该是男子高中的意思吗？怎么变成了大学。。
        "
看过,2017-07-18 21:54:54,None,0," 本来以为是部偶像剧，结果看了部爱国片~~
        "
看过,2017-08-24 18:41:34,较差,0," 日风抗日…是在干嘛了啦
        "
看过,2017-08-22 21:28:57,很差,0," 从第一秒就开始尬，也是奇迹了，到底是怎么拍完的呢
        "
看过,2017-07-13 08:59:06,还行,4," 海报上景甜霸道撩欧豪，青禾兄弟团鬼畜POSE玩嗨了！
        "
看过,2017-07-13 17:43:37,很差,3," 不喜欢
        "
看过,2017-07-13 20:40:14,较差,1," 说好的热血呢？青春呢？只看到了极其不连贯又突兀的剧情，还不如宣传海报有看点，被骗了
        "
看过,2017-07-17 21:20:33,较差,0," 我个天
        "
看过,2017-09-01 14:04:16,较差,0," 原来那时就有了青春团伙了。。。
        "
看过,2017-09-19 09:14:25,推荐,0," https://movie.douban.com/review/8821181/
        "
看过,2017-07-15 22:07:34,很差,1," 一部看完了之后都不知道该归于哪一类的电影。
        "
看过,2017-08-21 23:35:25,较差,0," 时代设定好奇怪，不觉得穿越了吗？
        "
看过,2017-07-13 10:09:20,较差,2," 太过尴尬的剧了，抱着吐槽的心去看的，结果也真的是烂到不行。
        "
看过,2017-07-14 06:10:21,很差,3," 借着爱国体裁演古惑仔似的打架，也是够够的了
        "
